OBJECTID,NUM_Ped_Bike_Crashes,NUM_MotoristCrashes,NUM_Ped_Bike_Killed,NUM_Ped_Bike_SeriousInjury,NUM_Motorist_Killed,NUM_Motorist_SeriousInjury,KSI_Revised,Street,HIN_Version,GlobalID,Shape__Length
28870,1,0,0,1,0,0,3,Old Interstate Rd,2017-2021,2a7118c4-a12d-4b79-b934-d52e811159b7,758.089528032424
28871,1,0,1,0,0,0,5,Banner Elk Dr,2016-2020,bfd57e4e-9cbf-4e58-aefb-7e20ad7ca773,488.484417641334
28872,1,3,1,0,2,1,16,S Tryon St,2018-2022,9ec70419-8601-414d-ab0b-4ce997d966fb,2619.82976444623
28873,2,5,2,0,2,3,23,Eastway Dr,2018-2022,0bb292ed-20f6-43e1-b70e-c456c918fc79,2498.00161608611
28874,0,2,0,0,0,2,2,Colony Rd,2013-2017,b2b134fd-a48e-4667-aef8-6d2575891c84,2578.00556333472
28875,1,0,1,0,0,0,5,Statesville Rd,2014-2018,71ae89e0-4e70-4f2e-b7fc-c44b7c1f4e09,2502.33093718017
28876,1,2,0,1,0,2,5,E W T Harris Bv,2018-2022,f31a776e-d847-4998-be84-1488c5ea7cb5,2542.59063604438
28877,0,2,0,0,1,1,6,I-485 Ra,2015-2019,34ea908c-a2c0-417c-a7da-58a6cde1d91f,1368.27999505785
28878,0,1,0,0,0,1,1,Murrayhill Rd,2014-2018,7405a145-de50-4137-a02f-fd815694a76d,2635.52655708399
28879,1,0,0,1,0,0,3,Brown-Grier Rd,2019-2023,7823a84e-dade-4ab3-9049-59362abb8f6e,2172.21794778501
28880,0,1,0,0,1,0,5,Caldwell Ridge Py,2019-2023,b90ee4e3-d1d8-4002-bf33-f49cba0e0273,1864.42598629506
28881,0,1,0,0,0,1,1,E Independence Bv,2016-2020,ead9d010-3ad6-4e06-92cc-e3f85c085e5d,2369.4822673787
28882,1,0,0,1,0,0,3,E W T Harris Bv,2014-2018,1a7850e9-1b10-479d-8c28-ae44c8e634cc,2542.59011457472
28883,1,0,0,1,0,0,3,Katie Creek Ct,2015-2019,830a9947-9b91-41f3-a09c-23c708b69293,869.962552564046
28884,0,1,0,0,1,0,5,I-485 Ra,2018-2022,06a43113-9929-4967-8aaf-5fca3ad01bf7,2063.31030814249
28885,0,1,0,0,0,1,1,S Tryon St,2014-2018,966fdde5-0059-4725-b9e8-d146f99d20db,2619.83051606667
28886,1,0,1,0,0,0,5,Parkway Av,2017-2021,a8027ecf-cae8-4b8a-b53c-0a92c9f539cb,2035.00589350653
28887,0,2,0,0,0,2,2,Sir Bailey Dr,2018-2022,307ab6d9-e622-4195-b16b-9d8a87cec276,1509.58555296824
28888,0,1,0,0,0,1,1,Sharon Ln,2013-2017,104c3a5f-9c92-4a2c-95e4-b1fb9ed485bc,1856.95164632411
28889,0,1,0,0,1,0,5,Pineville-Matthews Rd,2019-2023,4cde8d95-449f-4c01-ae02-d81e20bd08ec,2594.41054334727
28890,0,1,0,0,0,1,1,W Eastway Dr,2013-2017,a3cb7152-6f32-4be1-87a0-06b56d20d733,881.547000114106
28891,0,2,0,0,2,0,10,Donald Ross Rd,2017-2021,1cb74755-9df9-4ed8-8432-dade3e745e14,2261.5315370369
28892,0,1,0,0,0,1,1,Lawyers Rd,2019-2023,886bb519-6936-4cec-a1d2-f5fa71a84275,2082.66925789394
28893,0,1,0,0,0,1,1,Argyle Dr West,2013-2017,7840c3ca-772a-4e92-a032-75f8768f8077,853.935453483263
28894,1,0,0,1,0,0,3,Pimpernel Rd,2014-2018,6b2f8847-1b99-4e98-a715-a09d2fbd13d1,1531.0851518285
28895,0,1,0,0,0,1,1,Penny Wy,2019-2023,bd3041f7-6b85-491b-9bef-06d25293396d,492.099545788795
28896,0,1,0,0,0,1,1,Mallard Creek Rd,2014-2018,711127aa-bb69-4a7f-8e9c-edba6acfd9d1,2526.85324116627
28897,0,1,0,0,1,0,5,Wilson Ln,2013-2017,ca41cbbc-ebc4-4532-9118-0831b4669ed3,1770.51876543651
28898,1,0,0,1,0,0,3,Griffith St,2014-2018,a14c0f21-80b4-4822-aa4b-1befd225f3f8,2090.79238808528
28899,0,1,0,0,0,1,1,W Trade St,2017-2021,38da9e56-4b78-40b9-a997-fece776ba93c,2118.32310458822
28900,0,2,0,0,1,1,6,Billy Graham Py,2016-2020,827eab75-3ef0-4755-8bcc-3e015f433e56,2600.49793487178
28901,0,1,0,0,0,1,1,Freedom Dr,2014-2018,c589bd4b-2daa-4210-9b11-387e3acc46b5,2538.8126543791
28902,0,1,0,0,0,1,1,Billy Graham Py,2018-2022,7523d698-de87-47d3-8607-9ee6ea449d92,2600.49793487178
28903,0,1,0,0,1,0,5,Sweden Rd,2018-2022,bc4836c0-a70b-49a8-bf93-7a5a48265d52,1860.14025231822
28904,1,0,0,1,0,0,3,Lasalle St,2015-2019,7d2669b4-9938-43ca-9102-d0fdbca018c0,2440.65199993993
28905,0,1,0,0,0,1,1,Rozzelles Landing Dr,2016-2020,7be14606-66d5-4b86-ae4b-40849138c880,2074.14109024993
28906,0,1,0,0,1,0,5,Conference Dr,2018-2022,b2ca0959-48b9-4364-ac59-971beef7d5b1,2096.55021148723
28907,0,1,0,0,0,1,1,Colony Rd,2014-2018,a2f09730-0348-41e9-9460-5d51fe8ac4c6,2589.73303704367
28908,1,0,0,1,0,0,3,Calloway Orchard Dr,2015-2019,9f053fbb-c0dc-4ed2-bbb2-d777b6dbbf2f,423.709739320022
28909,0,2,0,0,2,0,10,Wilkinson Bv,2018-2022,968020c3-2b49-4052-9bab-4b7332c3724a,2627.45575921574
28910,1,0,1,0,0,0,5,Argyle Dr W,2019-2023,b642a39e-6357-4dd3-87fe-a4f37fe61808,857.225480313092
28911,0,1,0,0,0,1,1,I-485 Ra,2013-2017,26c07101-01fd-4e57-a559-a26093364a57,1651.58185061019
28912,0,1,0,0,1,0,5,Oakdale Rd,2016-2020,da451020-aa57-4bb9-8249-350bce38ee3e,2330.96796499256
28913,0,1,0,0,1,0,5,Mount Holly Rd,2017-2021,fe5081c1-6c6b-47f5-85c9-ef9fa8507f98,2376.73518603829
28914,0,1,0,0,0,1,1,Calibre Crossing Dr,2017-2021,1ea7b92d-8f0f-43b5-882c-eb4327ff496f,974.315683905645
28915,2,0,1,1,0,0,8,Atmore St,2015-2019,d52224ba-bf90-4efe-9ad1-96e14c6ba82b,1311.78360882079
28916,0,1,0,0,0,1,1,N I-85 Exit 36 Ra,2015-2019,b0a64550-8ebd-4002-84bf-a0214e1f9d2b,714.821690909603
28917,0,1,0,0,0,1,1,International Dr,2018-2022,2b66d340-8718-4797-b244-9a52e710aeac,1234.28432928993
28918,0,3,0,0,1,2,7,City Bvxn I85 Ra Nb,2019-2023,a512c5cf-29c6-4b41-9749-0801a4a502cc,1609.64316330603
28919,1,0,0,1,0,0,3,Pence Rd,2016-2020,f5e0518c-f2af-4935-9a4e-2c92c8cee644,2257.52377292983
28920,0,2,0,0,0,2,2,S I-85 Exit 37 Ra,2016-2020,a5e22dfe-389b-4101-85e0-42697c19e242,1474.58463628029
28921,0,1,0,0,0,1,1,Rhyne Rd,2014-2018,f4755fd3-05c8-47e4-8437-270ef8ab9281,1986.19058048766
28922,0,0,0,0,0,0,7,S Tryon St,2017-2021,9388001b-b2db-4a7e-8520-07fa49a2579f,2619.82952240098
28923,1,0,1,0,0,0,5,S Tryon St,2014-2018,c5a489a7-1a3b-4252-85c8-09b23ee67f0a,2619.8300677929
28924,0,1,0,0,0,1,1,N Graham St,2016-2020,07469523-e2cc-4592-865d-e9be45cf93c6,2554.15561770808
28925,1,0,0,1,0,0,3,Snow Ln,2015-2019,96933586-1bf6-4224-b36f-e43ed69da975,1353.62569558354
28926,1,0,1,0,0,0,5,Rozzelles Ferry Rd,2014-2018,a28a8778-08fe-4f1a-aea6-ab7b492fcd0b,2464.07190626334
28927,0,1,0,0,1,0,5,Quail Hollow Rd,2014-2018,c31bc65a-3fa5-4be0-b4b7-9e07b324ecbb,2042.93888423382
28928,1,0,0,1,0,0,3,Northlake West Dr,2019-2023,8043ceb0-53a7-429c-a8a4-f987227b1f48,2019.23420871892
28929,0,1,0,0,0,1,1,Providence Rd,2015-2019,82f3f018-a535-4e5d-a136-1739e95800b8,2631.4649229768
28930,0,1,0,0,1,0,5,General Dr,2018-2022,4dd0627c-ab3a-4427-b2da-33f0a3406c0f,2012.4620504166
28931,0,1,0,0,0,1,1,Marguerite Av,2018-2022,3e5f7a96-bb2a-4b1d-9889-9c8f289bff95,1485.09218673979
28932,0,1,0,0,0,1,1,Old Concord Rd,2013-2017,a2834aec-b823-4ff0-b05e-e67bf2953d4d,2548.30975767132
28933,0,4,0,0,2,2,12,Little Rock Rd,2014-2018,60a4c4fa-81cc-4b92-b477-f656b73eb515,2550.84409925002
28934,1,0,1,0,0,0,5,Wilkinson Bv,2016-2020,6d52ac9b-a916-4e7b-8597-6621fe7e5ec6,2627.45628151963
28935,1,0,1,0,0,0,5,Bucknell Av,2015-2019,119a64ad-8333-4188-92f7-1679b7a8769a,507.777853638796
28936,2,2,1,1,0,2,10,University City Bv,2018-2022,bce315c5-8767-443f-83ce-8b818a677106,2514.2265310791
28937,1,0,0,1,0,0,3,Monroe Rd,2019-2023,e41b075f-ac9b-4b10-897e-ce2ea84fdedc,2617.51692782611
28938,0,1,0,0,1,0,5,Deherradora Av,2013-2017,663e7273-9f02-4a4b-9a93-f36110900631,1189.28769439295
28939,0,1,0,0,0,1,1,Kilborne Dr,2019-2023,c13a1bc8-898d-4402-8dae-0ffec6ba3399,2115.70228219813
28940,0,1,0,0,1,0,5,Idlewild Rd,2017-2021,60346f21-edb3-4a2a-bb5b-04dc5413e361,2323.93852693284
28941,0,1,0,0,0,1,1,Carol Ann Dr,2018-2022,9c580a49-119a-4529-abe6-3f2a4d941e3b,747.610753767489
28942,2,1,2,0,1,0,15,Reagan Dr,2019-2023,4eca425f-9bbf-46ed-b522-ae1a2b9ee608,2523.23168728859
28943,1,1,1,0,1,0,10,Remount Rd,2019-2023,ca9b9df6-ef79-431a-ad6f-f393fd7c72da,2613.77371726259
28944,0,2,0,0,0,2,2,Mallard Creek Rd,2013-2017,69784eb9-98a1-43c9-a572-5d55121bae45,2526.12605116572
28945,1,0,0,1,0,0,3,Berkeley Place Dr,2014-2018,5330e8df-901c-4574-b2df-4069851191eb,2153.57074328451
28946,0,1,0,0,0,1,1,South Commerce Bv,2013-2017,430042e2-9ab7-4562-a97c-04a1a26a0342,1801.03372292233
28947,0,1,0,0,0,1,1,J M Keynes Dr,2018-2022,566634ed-13a5-4d31-bcb5-ba1ad9d9ec54,1374.7829314554
28948,0,1,0,0,0,1,1,E Woodlawn Rd,2013-2017,5d2b2e2c-e201-456e-9c7c-8fb13bb5aa97,2219.0749445779
28949,0,1,0,0,1,0,5,Little Rock Rd,2016-2020,50a41cf4-5558-4860-85bc-3f7119c41c86,2553.12834587223
28950,1,0,0,1,0,0,3,Mallard Creek Rd,2018-2022,c2e58375-1c96-4f30-a428-1999ced90bd4,2543.12947991179
28951,0,2,0,0,1,1,6,W Sugar Creek Rd,2016-2020,dde85c3b-0ee1-49df-90ae-0f0af633b17c,2502.55954917787
28952,1,0,1,0,0,0,5,W Sugar Creek Rd,2018-2022,36bc5585-f0ee-4a95-b253-ad3466f481c4,2502.5597446466
28953,0,1,0,0,0,1,1,Strawberry Hill Dr,2014-2018,fbf4adca-a654-4b7d-9b89-69c7135c8c8b,1761.00076205663
28954,0,1,0,0,1,0,5,Old Concord Rd,2019-2023,8d8ac0a8-9d30-4c55-8083-55f5640d665f,2547.50064936824
28955,1,1,1,0,0,1,6,N Graham St,2019-2023,1bf88b69-f04e-4f76-9a33-febfab809114,2554.15588010572
28956,0,2,0,0,0,2,2,W Brookshire Fr,2019-2023,f746154d-f9de-48b5-aa27-705bd30f127d,451.749688849238
28957,0,1,0,0,0,1,1,Sandy Porter Rd,2017-2021,d42eda39-6274-40ce-9b6b-68911b117911,2617.1579634535
28958,0,1,0,0,0,1,1,Eastway Dr,2013-2017,9d931c38-e668-453e-92ef-5b30c9547cac,2497.94040656297
28959,0,1,0,0,0,1,1,Toal St,2016-2020,ed790d3d-ef88-4023-9f81-4532a3038328,1183.52101441433
28960,0,1,0,0,0,1,1,Old Potters Rd,2014-2018,ddc79e1b-f6ea-476f-8519-c5b843d00027,1915.61306034102
28961,1,1,1,0,0,1,6,Matheson Av,2019-2023,7cee2516-b4ed-4b90-a59c-1add96b2a661,2562.71252298961
28962,0,1,0,0,0,1,1,J W Clay Bv,2019-2023,8b93d073-1044-4280-8c0b-b15e88adf781,2418.6371130715
28963,0,2,0,0,0,2,2,N I-85 Ra,2017-2021,2b3bff1e-426f-4fa9-91ed-708daa9451c8,1789.51437367873
28964,2,1,0,2,0,1,7,Ashley Rd,2018-2022,50456254-26d0-4203-b278-2396fd32e841,2253.18179134285
28965,1,1,0,1,0,1,4,Wallace Rd,2017-2021,1cc68879-521b-45fe-9558-849fba5102da,2370.23376040572
28966,0,1,0,0,0,1,1,Monroe Rd,2015-2019,c5f9f94d-e893-489b-86fd-c4d955c36d7b,2617.51733730492
28967,1,0,1,0,0,0,5,Walnut Branch Ln,2018-2022,bce35561-d162-4000-bb0a-6f9d64a46582,2000.06269825613
28968,0,1,0,0,0,1,1,Governors Hill Ln,2015-2019,bd496b3e-6f4e-4271-8ba2-5b0f9a33314d,822.024143520042
28969,0,1,0,0,1,0,5,Statesville Rd,2019-2023,1772a1e5-8007-4e2e-bf49-40a87628d6c6,2502.33070671013
28970,1,0,1,0,0,0,5,Interstate Trailer Park Dr,2016-2020,9e5225eb-5310-4b51-bd19-91a08a9bcda8,1633.57745798504
28971,1,1,0,1,1,0,8,Providence Rd,2018-2022,b641c1ab-d5d2-4f57-93c5-5c41a3cb4012,2631.46504351523
28972,0,2,0,0,0,2,2,Wilkinson Bv,2017-2021,e863e6b8-0626-412e-972c-b7e68b0f7bf2,2627.45585202157
28973,0,3,0,0,0,3,3,N I-77 Exit 8 Ra,2017-2021,b7be025c-66d3-4a21-8303-62baa7e8e84b,837.818400492347
28974,0,1,0,0,0,1,1,Ardsley Rd,2017-2021,1259470b-2ce4-44b6-a1a2-dd0440b21c8b,1410.71746542243
28975,1,0,1,0,0,0,5,Trinity Rd,2018-2022,5c7ad64c-5b5f-415a-b43e-ff8e7717d524,2388.16905121635
28976,0,1,0,0,0,1,1,N I-77 Hy,2019-2023,322d3656-ed59-47cc-8671-9f14b3cceb83,2584.95064894079
28977,0,2,0,0,2,0,10,E Mallard Creek Church Rd,2013-2017,00c3b779-a16a-4235-99ae-417c25bd291a,2192.53886820697
28978,0,1,0,0,0,1,1,Freedom Dr,2019-2023,8f4bed51-b14f-41d7-9998-cdf883809e29,2538.81309909839
28979,0,1,0,0,0,1,1,Shamrock Dr,2013-2017,d175d0ed-83bd-4645-b521-ee1c34a333da,2374.01456211987
28980,1,1,0,1,0,1,4,E Independence Bv,2014-2018,c5ddd2a6-2ee0-42ec-a231-40d681b788db,2369.48284403758
28981,0,1,0,0,0,1,1,Slater Ridge Dr,2014-2018,ef955cbd-e724-4278-a03f-95f42ff3e77b,1242.58328108658
28982,1,0,0,1,0,0,3,Pressley Rd,2019-2023,565902da-728b-4667-8e01-3576e0fcca9e,2054.57412523661
28983,0,1,0,0,0,1,1,Choate Cr,2013-2017,4ca817e5-4721-4cc3-ae6c-29a29d132074,2316.32221270765
28984,0,1,0,0,1,0,5,Ivey Dr,2014-2018,60d82961-893a-46ee-8893-7c56fd7e946e,2332.78872096977
28985,0,1,0,0,1,0,5,Parkton Rd,2015-2019,5616c586-c1ce-4e06-8fa6-2c8649b1095b,2128.61980485444
28986,0,1,0,0,1,0,5,Mount Holly Rd,2017-2021,ab3a9842-392b-414c-bbf5-fb4c2754c071,2376.73484861343
28987,0,1,0,0,1,0,5,Lucas Ln,2016-2020,d6522b10-fc16-4fa9-8ea7-c8d11bf4f008,590.169747295973
28988,0,1,0,0,0,1,1,Lake Rd,2015-2019,368a842c-693e-4829-ac5b-7f4e7d04131a,1910.79285782307
28989,0,1,0,0,0,1,1,E W T Harris Bv,2014-2018,572566e7-cacb-4bce-895b-d7d155c54b76,2542.59018080734
28990,0,1,0,0,0,1,1,Idaho Dr,2017-2021,49808e5a-6739-4df3-a300-ba34d38e2517,617.352089844664
28991,0,1,0,0,1,0,5,Breezewood Dr,2019-2023,ced7a5a8-4128-466b-af4b-dc60961e9710,2167.84713137183
28992,1,0,1,0,0,0,5,Wendwood Ln,2017-2021,e6e1de19-4f8f-4c5b-b8cb-ba264b1a9f05,1219.39336242044
28993,1,0,0,1,0,0,3,Elmin St,2018-2022,36888d92-9040-45c8-a500-bb10e2478b70,2602.63303876333
28994,0,1,1,0,1,0,5,Austin Dr,2017-2021,a8dd2ef2-156e-4034-8d20-2015069ba60b,1468.79729814339
28995,1,0,0,1,0,0,3,W Arrowood Rd,2013-2017,5facc924-8ebd-4d6f-8875-b32ee23c7480,1625.05836405723
28996,0,1,0,0,0,1,1,Dr Webber Av,2015-2019,7eebc34e-e771-4553-ab7e-f420fbeed042,992.052211584292
28997,0,1,0,0,0,1,1,University City Bv,2013-2017,a3703968-dbe7-42b6-9cd5-7711e40decf1,2513.27617477365
28998,0,1,0,0,0,1,1,Amherst Villa Ct,2013-2017,aed81aec-fb88-42ac-b843-029fca75d563,299.649292361578
28999,0,2,0,0,1,1,6,Billy Graham Py,2017-2021,9a6b4175-4530-4de9-9900-e49dce808077,2600.49793487178
29000,1,0,0,1,0,0,3,N Sharon Amity Rd,2015-2019,303c3f97-f3e0-4b7c-94a6-f8e644e5c64d,2466.64727763321
29001,1,0,0,1,0,0,3,N I-85 Hy,2019-2023,b186db51-949e-4991-81fc-5307adc45472,2595.30315069472
29002,0,2,0,0,2,0,10,Romare Bearden Dr,2019-2023,e64a69ca-e075-491c-b1e5-0ca01b545d66,798.918838578998
29003,1,1,0,1,0,1,4,Lasalle St,2014-2018,eb4465d7-11ca-4702-861a-6f57579380a0,2440.65225038624
29004,0,1,0,0,1,0,5,E W T Harris Bv,2013-2017,b2f0229f-a8a3-4859-b2b3-a13b61432954,2542.57444061335
29005,0,1,0,0,1,0,5,N Kings Dr,2014-2018,559dc644-c89e-45e1-b89f-05006cb23daf,1925.62365800548
29006,1,1,1,0,1,0,10,Clanton Rd,2015-2019,4c3b0057-dfc9-45fa-91a1-ccbe5fee2efc,2616.71742042638
29007,0,1,0,0,0,1,1,Foster Brook Dr,2016-2020,60957ebb-ae92-49b3-8796-4c8f3b4e09e8,1328.74032653515
29008,0,1,0,0,0,1,1,Old Pineville Rd,2017-2021,c7a8bd4f-7e5b-4b5d-9fdf-ad9d496912e5,2430.27681531774
29009,0,1,0,0,0,1,1,Plott Rd,2015-2019,7c8cc8e1-6b55-48a2-8f93-8c3dfa8d7780,2411.50291356727
29010,0,1,0,0,0,1,1,Dutchess St,2013-2017,1bd483b3-903f-4249-a9da-ba637af84ebe,875.850407654188
29011,0,2,0,0,0,2,2,West Bv,2018-2022,c969929f-f075-4d7a-b4ee-9562a3f093ee,2602.33945907899
29012,0,2,0,0,0,2,2,Farm Pond Ln,2018-2022,10ae8106-585d-4994-a6f0-8840168c7629,2373.62076517681
29013,1,0,1,0,0,0,5,E Sugar Creek Rd,2017-2021,033364a4-e5ac-41ef-9896-0d575e5d4f34,2551.18327909597
29014,0,1,0,0,1,0,5,W Trade St,2019-2023,bda19223-26b8-4a09-b47f-6d17fb44f1fc,2582.16625103334
29015,1,1,0,1,1,0,8,N Tryon St,2015-2019,e076593e-66d0-4aea-b613-703f77cc9688,2524.13083541719
29016,0,1,0,0,1,0,5,Pavilion Bv,2016-2020,7c91a530-7587-4d28-9f32-077ffb542286,2307.70526032945
29017,0,1,0,0,0,1,1,Catalina Av,2017-2021,f3f9d478-0871-49de-afd1-fc54f6e40a10,1756.27133048608
29018,2,3,1,1,2,1,19,Eastway Dr,2015-2019,1af55e78-60a4-40fc-b93c-adc8bc37e5b3,2498.0017644768
29019,1,0,1,0,0,0,5,Emerywood Dr,2015-2019,78d775e1-c200-477d-88ac-bf83034a6b24,2445.03384751857
29020,1,0,1,0,0,0,5,Emerywood Dr,2017-2021,9c1890dc-9d42-4976-bb04-a64fc29ff066,2445.03343032458
29021,0,1,0,0,1,0,5,S I-85 Hy,2017-2021,94ee1d4d-d283-4309-8012-eaa28910fedf,2592.46662574958
29022,0,1,0,0,0,1,1,Back Creek Church Rd,2018-2022,5d4ab87b-6031-48ef-be5b-d7b8432c582e,2324.17996391652
29023,1,0,0,1,0,0,3,Crestridge Dr,2019-2023,9d5da906-408d-46d4-89df-a3c1fa165235,1524.40964362533
29024,0,1,0,0,1,0,5,N Us 29 By-Pass Hy,2015-2019,183928e1-5034-418e-9910-e1581b282f07,2116.19603296435
29025,1,0,1,0,0,0,5,E W T Harris Bv,2017-2021,483ce2bb-c3fe-43e5-ac08-888507b594cf,2542.59071917327
29026,0,2,0,0,1,1,6,Central Av,2014-2018,09ba0253-4c05-4009-9748-33598deebb13,2483.60187259008
29027,1,0,0,1,0,0,3,South Bv,2015-2019,195f2e1f-b195-4146-a242-412d800e57d4,2221.66601934883
29028,0,2,0,0,0,2,2,E John Belk Fr,2018-2022,4e6b01b7-001a-41bd-b126-067d827e7385,2623.7731546849
29029,0,1,0,0,1,0,5,E W T Harris Bv,2018-2022,500138fe-2630-4305-98b1-3ec7e4c9953b,2542.58987793361
29030,2,4,1,1,1,3,16,Central Av,2018-2022,5602f457-382c-427d-88b1-0c303196a637,2483.60167651741
29031,0,1,0,0,0,1,1,Sharon Rd W,2018-2022,f165899e-00d4-40bd-826d-0e4af320a046,1998.94604047621
29032,0,1,0,0,0,1,1,E John Belk Fr,2019-2023,bb624fdb-05a3-47ae-8d25-480ddb13ea58,1995.87933313949
29033,0,1,0,0,1,0,5,Waverly Hall Dr,2016-2020,d9cd401e-836c-4ad0-ad78-93ecb2142c37,1193.75108763628
29034,0,2,0,0,1,1,6,E Hebron St,2014-2018,947b45ed-0893-41ed-a53e-78d2fb2a6e75,2246.55669702438
29035,1,1,0,1,0,1,4,Carolina Pavilion Dr N,2014-2018,bc367238-b1b0-4e70-b104-2568db14a84d,389.563711177752
29036,0,1,0,0,1,0,5,Alleghany St,2013-2017,7f8a74b1-4642-4dfe-b43f-528e03fb41fd,2606.4272369265
29037,0,1,0,0,0,1,1,Carolina Pavilion Dr N,2016-2020,ad5faf28-2cab-4c3e-9a31-2bf2d48d9770,389.56309737772
29038,2,1,2,0,0,1,11,Nations Ford Rd,2017-2021,4f763740-63e3-4a55-81f0-0884713a0ee0,2580.21999710916
29039,0,1,0,0,0,1,1,W John Belk Ra,2013-2017,fdf4276c-d78e-4632-9c06-876a09ace450,974.32870995428
29040,1,0,1,0,0,0,5,S Tryon St,2017-2021,40f645e7-f728-4450-a19d-9048bdfe0e70,2619.82958131737
29041,0,2,0,0,0,2,2,Eastway Dr,2016-2020,bef48389-5f32-4df4-b397-e3931a615040,2498.00134270177
29042,1,0,0,1,0,0,3,S Sharon Amity Rd,2017-2021,5ba57431-93be-473a-94af-ff6d3dc8006d,1732.74313267473
29043,1,0,0,1,0,0,3,Granby Av,2013-2017,dd11125c-0ef4-49c3-a37d-691e2e19ca91,1046.49804178214
29044,0,1,0,0,0,1,1,Pineville-Matthews Rd,2014-2018,a5cd31ce-9ed3-4f75-a4fc-c3634d927d92,2594.41108389586
29045,0,1,0,0,1,0,5,French St,2016-2020,a3d38c91-0916-4a23-8cbd-dd7608f6563d,2154.12626567955
29046,0,1,0,0,0,1,1,Providence Rd,2017-2021,a8538efd-18fb-4ec6-9a8d-703c7d07b7c7,2631.46565631679
29047,0,1,0,0,0,1,1,Shamrock Dr,2017-2021,767e6003-4579-4060-8adc-ae6f8f950c37,2378.90657067883
29048,1,2,1,0,0,2,7,Lawyers Rd,2016-2020,3e01198c-9eb8-4178-b431-0d2e4833f382,2082.66956421503
29049,0,2,0,0,1,1,6,S Tryon St,2016-2020,9fdfeaf6-e7f1-4858-9ca7-4b0e542ee4df,2619.82993640339
29050,0,1,0,0,0,1,1,S I-77 Exit 9-1B Ra,2017-2021,5d7e50d8-8028-47b5-be62-ac4af3676cd6,1329.90897753216
29051,0,1,0,0,1,0,5,Sage Av,2017-2021,15c64011-6614-406c-827f-27d1a6d6da5d,861.092308466528
29052,1,0,0,1,0,0,3,W 6th St,2015-2019,9bc0b775-af4a-49e8-a7d9-1be715e9a281,1363.49295361365
29053,0,1,0,0,0,1,1,S I-77 Exit 9-1B Ra,2018-2022,379b63c0-5b21-4ef4-8e34-395e0380b462,1329.90872280877
29054,0,1,0,0,0,1,1,Nelson Av,2016-2020,ee23f10d-ad72-4985-8931-ee94cc0a2df7,1751.04088469586
29055,0,1,0,0,0,1,1,E W T Harris Bv,2013-2017,68d9068f-9060-4cce-8d61-ec7a7fda4ffd,2539.68099115116
29056,0,1,0,0,0,1,1,Old Concord Rd,2017-2021,906e70c4-73bd-4465-bf25-de924135c7fa,2547.50080261679
29057,0,2,0,0,1,1,6,Central Av,2015-2019,34e7043a-4417-4d2f-9fe7-ba3b2dfa5d0b,2483.60190374799
29058,1,0,1,0,0,0,5,Valleydale Rd,2018-2022,4eb4c6df-3925-4ab5-a088-53434d5f3bd7,2332.45390808454
29059,0,1,0,0,0,1,1,South Bv,2015-2019,23c50a5e-0063-4ed3-b734-bb90ac23f43b,2493.57319872191
29060,1,0,0,1,0,0,3,Oakwood Hill Dr,2019-2023,960f738b-995e-41fe-aa5b-be1e6b9d904f,531.709314950874
29061,0,3,0,0,1,2,7,Wilkinson Bv,2018-2022,e5d0ed23-4c14-4f20-b46b-46e689e170cc,1547.39763476638
29062,1,0,1,0,0,0,5,Monroe Rd,2017-2021,0a442f5a-49d5-4c32-b5e1-f1fcabf1269f,2617.51709617109
29063,0,1,0,0,0,1,1,N I-77 To Clanton Rd Ra Nb,2013-2017,c1b68748-9013-4f02-b527-d88dcd515e3d,1020.67860896436
29064,0,2,0,0,0,2,2,W Brookshire Fr,2013-2017,9b338d82-6569-4fb0-86f3-29c068c4f7fc,2463.31168853684
29065,1,0,0,1,0,0,3,Pence Rd,2017-2021,cd4782c9-e18a-40db-a4ea-82928981db7b,2257.52377292983
29066,0,1,0,0,0,1,1,Burroughs St,2019-2023,059a9a52-b3b3-4a34-b136-41931a6a9082,1234.07599257413
29067,0,1,0,0,0,1,1,S I-85 Ra,2017-2021,14627991-ff06-4dc5-89e3-5a4681004db1,881.568449590551
29068,0,1,0,0,0,1,1,Old Dowd Rd,2014-2018,3667cf86-61af-4b60-8db4-efc65817adf4,2233.82942591209
29069,1,0,1,0,0,0,5,Independence/I-277 Ra,2016-2020,db0124ae-8811-4c39-962b-4b9351761103,737.435096847917
29070,0,2,0,0,1,1,6,E W T Harris Bv,2013-2017,525a8b97-bed0-4e8b-91ab-d6734d0497a5,2541.77544299502
29071,0,1,0,0,0,1,1,Brookshire Bv,2016-2020,b2b8ea37-b869-4cd9-9d0b-dd03f9d53bd5,2527.95236799822
29072,0,1,0,0,0,1,1,W Woodlawn Rd,2013-2017,711801e3-6f00-4d2f-b4b7-9dc222b4edb2,268.173344233272
29073,1,0,1,0,0,0,5,Scott Futrell Dr,2013-2017,1f165722-895f-45dc-b3e3-af8e8d0ba2ee,2482.0968734703
29074,0,1,0,0,0,1,1,Trysting Rd,2019-2023,814333fd-ffa0-4b4a-8d47-de3a6fb4c7bc,1661.32376084959
29075,0,1,0,0,1,0,5,Garden Oaks Ln,2019-2023,f0381921-699e-44d3-af4b-2a34840f4f4b,1016.10146192474
29076,0,1,0,0,1,0,5,Hickory Grove Rd,2015-2019,95cfce67-bc65-4359-bf95-546c7175793e,2127.72616273406
